productModel,reviewID,reviewStars,reviewDate,productStyle,productStorage,productColor,productSize,productChip,verified
iPad 10,1675112755-169,5,25jan2023,WiFi,256GB,Pink,11,A14,1
iPad 10,1675112755-170,5,26dec2022,WiFi,64GB,Silver,11,A14,1
iPad 10,1675112755-171,5,05jan2023,WiFi,64GB,Pink,11,A14,1
iPad 10,1675112755-172,5,17jan2023,WiFi,64GB,Blue,11,A14,1
iPad 10,1675112755-173,5,05dec2022,WiFi + Cellular,256GB,Blue,11,A14,1
iPad 10,1675112755-174,5,29dec2022,WiFi + Cellular,64GB,Blue,11,A14,1
iPad 10,1675112755-175,5,18nov2022,WiFi,64GB,Blue,11,A14,1
iPad 10,1675112755-176,5,17dec2022,WiFi + Cellular,64GB,Blue,11,A14,1
iPad 10,1675112755-177,5,30dec2022,WiFi,64GB,Blue,11,A14,1
iPad 10,1675112755-178,5,09jan2023,WiFi,256GB,Pink,11,A14,1
iPad 10,1675112755-179,5,22jan2023,WiFi,64GB,Blue,11,A14,1
iPad 10,1675112755-180,5,09nov2022,WiFi,256GB,Blue,11,A14,1
iPad 10,1675112755-181,5,16dec2022,WiFi,64GB,Pink,11,A14,1
iPad 10,1675112755-182,5,23jan2023,WiFi,64GB,Yellow,11,A14,0
iPad 10,1675112755-183,1,16nov2022,WiFi,64GB,Yellow,11,A14,0
iPad 10,1675112755-184,5,31dec2022,WiFi,64GB,Blue,11,A14,1
iPad 10,1675112755-185,5,12dec2022,WiFi,256GB,Silver,11,A14,1
iPad 10,1675112755-186,5,05dec2022,WiFi,256GB,Yellow,11,A14,1
iPad 10,1675112755-187,5,07jan2023,WiFi + Cellular,64GB,Pink,11,A14,1
iPad 10,1675112755-188,5,10dec2022,WiFi,64GB,Pink,11,A14,1
iPad 10,1675112755-189,5,16dec2022,WiFi,256GB,Pink,11,A14,1
iPad 10,1675112755-190,4,04nov2022,WiFi,64GB,Blue,11,A14,1
iPad 10,1675112755-191,5,18dec2022,WiFi,256GB,Silver,11,A14,1
iPad 10,1675112755-192,5,06dec2022,WiFi,256GB,Blue,11,A14,1
iPad 10,1675112755-193,5,06dec2022,WiFi,256GB,Blue,11,A14,1
