brand,reviewID,reviewContent,reviewStars,reviewDate,reviewCountry
"Nivea","1675945230-647","Love it!",5,"April 24, 2021","United States"
"Nivea","1675945230-648","I got this in Europe when my airlines lost my luggage, LOL. I was so glad to be able to get it here! Clear, no mess on clothing, great antiperspirant w/ a fresh scent, great deodorant too. One bottle lasts me about 12 weeks.",5,"July 2, 2018","United States"
"Nivea","1675945230-649","I love the scent and the bottle is made of glass.",5,"October 4, 2020","United States"
"Nivea","1675945230-650","Love the scent, just like home. Wished there'd be more European products like this here",5,"August 7, 2020","United States"
"Nivea","1675945230-651","These weren't available in the US several years ago so I used to have my friends in Central America bring them to me when they visited. So happy I can get them here now. Works well and leaves NO stain. Great product.",5,"September 1, 2018","United States"
"Nivea","1675945230-652","Great",5,"April 17, 2021","United States"
"Nivea","1675945230-653","Doesn't work as well as the Vaseline deodorant, but still way better than others. Love this stuff!",4,"January 7, 2019","United States"
"Nivea","1675945230-654","My wife and I both use this.  No problems with sweat or odor.  It lasts a long time and doesn't stain clothes.  Works better than most other deodorants.",5,"September 26, 2019","United States"
"Nivea","1675945230-655","If I liked",5,"February 10, 2021","United States"
"Nivea","1675945230-656","I love the deodorants and I had trouble finding it locally. Both times I ordered one of them have been broken! There is no contact number. I just opened the package even know it has been sitting here for a while. I wanted to make sure I wouldn’t run out 😉
Very good deodorant for eczema!",3,"November 22, 2018","United States"
"Nivea","1675945230-657","This is antiperspirant, not deodorant like it says. And not antiperspirant deodorant  combo, like most of us use. It’s super sticky when it goes on, but that’s because it’s clear-and they all are. It smells amazing. That’s the best I can say. Nice and clean smell. Smell it as long as you can because as soon as you get even a little warm, you’ll sweat a little anyway but smell like b.o. because it doesn’t mask how you smell, it just kinda makes you sweat less. I didn’t have sweat stains on my shirt, but i could smell my armpits and that was annoying enough for me. I think it would be good for maybe like, under your boobs if you’re going bra less on a summer day? That’s it. That’s the only reason I can see anyone would use this stuff. Maybe for a child who wants to pretend to be a grown up.",1,"February 12, 2020","United States"
"Nivea","1675945230-658","Under arm deodorant.",5,"January 5, 2021","United States"
"Nivea","1675945230-659","Love this deodorant! I order this to the US because they don't sell it in the US although they sell it in Europe. What's so great is that the deodorant bottle itself lasts for so long! Other deodorants I go through one a month and this one has lasted me over 5 months!",5,"November 3, 2016","United States"
"Nivea","1675945230-660","First time trying this and so much better than even expected. Definitely skin friendly, and applying it right after shaving my under arms didn't cause any irritation. It doesn't totally dry to a smooth finish, it is a little moist, but that was fine. Great smelling, good protection. Best I've tried.",5,"December 16, 2016","United States"
"Nivea","1675945230-661","The product description said ""antiperspirant"". However, the one that was shipped to me was deodorant only (0% aluminum), which is much less effective! I have no use for these, but cannot return them!",1,"July 16, 2022","United States"
"Nivea","1675945230-662","Great product and doesn't smell overpowering",5,"October 1, 2020","United States"
"Nivea","1675945230-663","These rolls on are totally awesome!! I had my doubts before getting these as I have used many different kinds before but never really loved it! These rolls on are great! Smells great.. Works great!!  I fell in love with these and I only use these roll on now.. A must have..!",5,"June 13, 2016","United States"
"Nivea","1675945230-664","I loved the smell and it actually keeps it dry for a day",5,"April 29, 2020","United States"
"Nivea","1675945230-665","I love the items but one of the item is broken. But its fine for me.",4,"April 20, 2018","United States"
"Nivea","1675945230-666","The smell is great and helps with a strong ph.  It's also aluminum free.  Liked it so much I bought a 2nd one but it's been almost over two months and I have not received it😢",5,"December 21, 2017","United States"
"Nivea","1675945230-667","If  you are looking for a deodorant, this  product is not one! It is clearly advertised as a deodorant but it is an antiperspirant. I have a Nivea Fresh Deodorant home that I was trying to replace. I was careful to find a product advertised as a deodorant - the advertising is incorrect! And it is NOT eligible for return, even though I did not even open the package. I could see the fine print thru the packaging saying it is an antiperspirant when it arrived that was not big enough to read when I ordered it.  I even cross referenced it with the barcode to be sure I did not get an antiperspirant. This seller should be more specific and truthful with their advertising their product. Now I am stuck with it and am out $13.00.",1,"March 31, 2019","United States"
"Nivea","1675945230-668","The fragrance is really nice. But when I received the package I didn't know the bottles were made of glass so when I reached into the package to get the product out I cut my hand. Other then then the packaging the product is good",3,"January 21, 2018","United States"
"Nivea","1675945230-669","Nothing to like or dislike about it",4,"February 21, 2019","United States"
"Nivea","1675945230-670","Very nice",5,"October 26, 2020","United States"
"Nivea","1675945230-671","It barely lasts for an hour. Honestly you pretty much start smelling awful the second it dries out. Very disappointing. The seller does not accept returns on this item. What a waste of money",1,"June 2, 2022","United States"
"Nivea","1675945230-672","Well I love this product and it could easily be a 5 star rating, however this is extremely expensive in comparison to how much I would pay back in Europe.",4,"March 18, 2016","United States"
"Nivea","1675945230-673","I really like this deodorant, and it makes me feel good knowing it is lower in aluminum.",5,"December 11, 2019","United States"
"Nivea","1675945230-674","Nivea is the only deodorant that works for me!  Just wish they sold it locally here in the US...",4,"May 2, 2017","United States"
"Nivea","1675945230-675","Merchandise was order, leaked through packaging and was damaged.",1,"September 12, 2022","United States"
"Nivea","1675945230-676","Love this deodorant!! It’s something both my husband and I can use!!! The smell is good, but a neutral scent. It also works great!!",5,"December 9, 2018","United States"
"Nivea","1675945230-677","It has a very mild and delicate scent. Lasting also. Recommends it.",5,"January 9, 2020","United States"
"Nivea","1675945230-678","Being European, I love Nivea products and the roll-ons (instead of spray or stick). These do the job (protection) very well, smell nice, and are environmentally friendly. Plus, no stains on clothes.",5,"November 4, 2017","United States"
"Nivea","1675945230-679","The package arrived on time but one of the three bottles was broken.
I paid for three but got two,threw the broken one",3,"July 5, 2019","United States"
"Nivea","1675945230-680","I bought this product in Germany and love it. I don't know why they don't sell it in stores here but they don't.",5,"October 12, 2018","United States"
"Nivea","1675945230-681","This is antiperspirant, not deodorant. Purchased the deodorant while in Sweden, which I really liked. I thought I found the same product here and purchased the 3-pack. The first day I used the new product, I was horrified at the end of the day when I noticed, I smelled of sweat! This is definitely not the same product that I liked so much. On the photo of the two bottles, the left was purchased in Sweden, the right was purchased from Amazon.Notice where the left bottle states ""deodorant"", the bottle on the right states ""anti-perspirant"". The product listing is incorrect.",2,"May 20, 2016","United States"
